Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan
Melkadida,Ethiopia,41.703053,4.523053,11/29/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=625.pdf&name=Dollo%20Ado%20Population%20Statistics%2029%20Nov.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,11/29/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=625.pdf&name=Dollo%20Ado%20Population%20Statistics%2029%20Nov.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,11/29/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=625.pdf&name=Dollo%20Ado%20Population%20Statistics%2029%20Nov.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,11/29/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=625.pdf&name=Dollo%20Ado%20Population%20Statistics%2029%20Nov.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,384,78,48,58,21,2,54,69,25,65,3,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,384,78,48,58,21,2,54,69,25,65,3,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,384,78,48,58,21,2,54,69,25,65,3,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,384,78,48,58,21,2,54,69,25,65,3,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,910,198,127,139,41,7,125,148,45,163,15,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,910,198,127,139,41,7,125,148,45,163,15,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,910,198,127,139,41,7,125,148,45,163,15,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,1451,310,206,226,67,12,208,222,85,264,17,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,40560,9994,5033,6815,2391,438,4848,6535,2341,7767,437,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,
Kobe,Ethiopia,41.7469,4.481,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,25526,6083,3472,3881,1416,287,3379,3838,1310,4861,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,1451,310,206,226,67,12,208,222,85,264,17,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,
Kobe,Ethiopia,41.7469,4.481,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,1451,310,206,226,67,12,208,222,85,264,17,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/12/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=661.pdf&name=Dollo%20Ado%20Population%20Statistics%2012%20Dec.pdf,40560,9994,5033,6815,2391,438,4848,6535,2341,7767,437,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/12/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=661.pdf&name=Dollo%20Ado%20Population%20Statistics%2012%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,
Kobe,Ethiopia,41.7469,4.481,12/12/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=661.pdf&name=Dollo%20Ado%20Population%20Statistics%2012%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/12/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=661.pdf&name=Dollo%20Ado%20Population%20Statistics%2012%20Dec.pdf,25526,6083,3472,3881,1416,287,3379,3838,1310,4861,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/12/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=661.pdf&name=Dollo%20Ado%20Population%20Statistics%2012%20Dec.pdf,1663,355,239,252,79,15,229,260,105,307,20,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/13/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=667.pdf&name=Dollo%20Ado%20Population%20Statistics%2013%20Dec.pdf,40560,9994,5033,6815,2391,438,4848,6535,2341,7767,437,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/13/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=667.pdf&name=Dollo%20Ado%20Population%20Statistics%2013%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,
Kobe,Ethiopia,41.7469,4.481,12/13/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=667.pdf&name=Dollo%20Ado%20Population%20Statistics%2013%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/13/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=667.pdf&name=Dollo%20Ado%20Population%20Statistics%2013%20Dec.pdf,25526,6083,3472,3881,1416,287,3379,3838,1310,4861,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/13/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=667.pdf&name=Dollo%20Ado%20Population%20Statistics%2013%20Dec.pdf,1658,355,236,252,79,15,227,260,105,307,20,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=666.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Dec.pdf,40560,9994,5033,6815,2391,438,4848,6535,2341,7767,437,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=666.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,
Kobe,Ethiopia,41.7469,4.481,12/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=666.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=666.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Dec.pdf,25526,6083,3472,3881,1416,287,3379,3838,1310,4861,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=666.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Dec.pdf,1658,355,236,252,79,15,227,260,105,307,20,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=671.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Dec.pdf,40560,9994,5033,6815,2391,438,4848,6535,2341,7767,437,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=671.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,
Kobe,Ethiopia,41.7469,4.481,12/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=671.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=671.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Dec.pdf,25526,6083,3472,3881,1416,287,3379,3838,1310,4861,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=671.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Dec.pdf,1658,355,236,252,79,15,227,260,105,307,20,,,,,
Melkadida,Ethiopia,41.703053,4.523053,12/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=668.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Dec.pdf,40560,9994,5033,6815,2391,438,4848,6535,2341,7767,437,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,12/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=668.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,
Kobe,Ethiopia,41.7469,4.481,12/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=668.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,
Helawein,Ethiopia,41.8622,4.369878,12/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=668.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Dec.pdf,25526,6083,3472,3881,1416,287,3379,3838,1310,4861,283,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=668.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Dec.pdf,1658,355,236,252,79,15,227,260,105,307,20,,,,,
